Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Number of Bits","Number of Channels","Power (Watts)","Voltage - Supply, Analog","Voltage - Supply, Digital","Mounting Type","Package / Case","Supplier Device Package","Grade","Qualification"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADPD105-106-107.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3579/505~CB-16-18~CB~16.JPG","ADPD105BCBZR7TR-ND,ADPD105BCBZR7CT-ND,ADPD105BCBZR7DKR-ND","ADPD105BCBZR7","Analog Devices Inc.","Analog Devices Inc.","IC AFE 4 CHAN 14BIT 16WLCSP","1,069","6.03","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","14","4","-","1.7V ~ 1.9V","1.7V ~ 1.9V","Surface Mount","16-UFBGA, WLCSP","16-WLCSP (2.46x1.4)","-","-"
"https://ww1.microchip.com/downloads/en/DeviceDoc/21428e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4843/150_24-SOIC_05-08-1620.jpg","TC510COG713TR-ND,TC510COG713CT-ND,TC510COG713DKR-ND","TC510COG713","Microchip Technology","Microchip Technology","IC AFE 1 CHAN 17BIT 24SOIC","2,000","6.49","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","17","1","18 mW","5V","5V","Surface Mount","24-SOIC (0.295"", 7.50mm Width)","24-SOIC","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmp90097","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5791/296%7E4073225-6%7EPWP%7E28.jpg","296-51349-2-ND,296-51349-1-ND,296-51349-6-ND","LMP90100MHX/NOPB","Texas Instruments","Texas Instruments","IC AFE 1 CHAN 24BIT 28HTSSOP","2,500","7.19572","0","2500","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","24","1","-","2.85V ~ 5.5V","2.7V ~ 5.5V","Surface Mount","28-PowerTSSOP (0.173"", 4.40mm Width)","28-HTSSOP","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Flmp92064","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4906/296%7ESDA16B%7ENHR%7E16.JPG","296-40290-2-ND,296-40290-1-ND,296-40290-6-ND,2156-LMP92064SD/NOPB-ND","LMP92064SD/NOPB","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC AFE 2 CHAN 12BIT 16WSON","0","7.25","0","42","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","12","2","-","5V","5V","Surface Mount","16-WFDFN Exposed Pad","16-WSON (5x4)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm98714","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3623/Mfg_296%7E4040078%7EDGG%7E48.jpg","296-43729-2-ND,296-43729-1-ND,296-43729-6-ND,2156-LM98714BCMTX/NOPB-ND","LM98714BCMTX/NOPB","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC AFE 3 CHAN 16BIT 48TSSOP","0","7.95","0","38","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","16","3","610 mW","3V ~ 3.6V","3V ~ 3.6V","Surface Mount","48-TFSOP (0.240"", 6.10mm Width)","48-TSSOP","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Fvsp5621","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4538/MFG_MSP430F5508IRGZT.jpg","296-29358-2-ND,296-29358-1-ND,296-29358-6-ND,2156-VSP5621RSLR-ND","VSP5621RSLR","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC AFE 4 CHAN 16BIT 48VQFN","0","7.97","0","38","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","16","4","406 mW","3V ~ 3.6V","3V ~ 3.6V","Surface Mount","48-VFQFN Exposed Pad","48-VQFN (6x6)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fads1194","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/TI ZXG.jpg","296-28071-2-ND,296-28071-1-ND,296-28071-6-ND,2156-ADS1196CZXGT-ND","ADS1196CZXGT","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC AFE 6 CHAN 16BIT 64NFBGA","0","9.47","0","32","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","16","6","6.9 mW","2.7V ~ 5.25V","1.65V ~ 3.6V","Surface Mount","64-LFBGA","64-NFBGA (8x8)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fopt3101","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4127/296%7E4220383%7ERHF%7E28.JPG","296-50203-2-ND,296-50203-1-ND,296-50203-6-ND","OPT3101RHFT","Texas Instruments","Texas Instruments","IC AFE 3 CHAN 16BIT 28VQFN","925","10.27","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Obsolete","16","3","-","1.7V ~ 3.6V","1.7V ~ 3.6V","Surface Mount","28-VFQFN Exposed Pad","28-VQFN (5x4)","-","-"
"https://statics.cirrus.com/pubs/proDatasheet/WM8231_v4.8.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4843/150_56-VFQFN.jpg","598-2510-2-ND,598-2510-1-ND,598-2510-6-ND","WM8231GEFL/RV","Cirrus Logic Inc.","Cirrus Logic Inc.","IC AFE 3 CHAN 16BIT 56QFN","1,375","11.18","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","16","-","-","-","-","Surface Mount","56-VFQFN Exposed Pad","56-QFN (8x8)","-","-"
"https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/WM8233_v4.7.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4843/150_56-VFQFN.jpg","598-WM8233GEFL/RVTR-ND,598-WM8233GEFL/RVCT-ND,598-WM8233GEFL/RVDKR-ND","WM8233GEFL/RV","Cirrus Logic Inc.","Cirrus Logic Inc.","IC AFE 6 CHAN 16BIT 56QFN","730","12.34","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","16","6","-","2.97V ~ 3.63V","2.97V ~ 3.63V","Surface Mount","56-VFQFN Exposed Pad","56-QFN (8x8)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmp90097","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2583/Pkg MTC28.jpg","LMP90099MHE/NOPBTR-ND,LMP90099MHE/NOPBCT-ND,LMP90099MHE/NOPBDKR-ND","LMP90099MHE/NOPB","Texas Instruments","Texas Instruments","IC AFE 1 CHAN 24BIT 28TSSOP","2,500","13.8","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","24","1","-","2.85V ~ 5.5V","2.7V ~ 5.5V","Surface Mount","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fads1198","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/TI ZXG.jpg","296-28079-2-ND,296-28079-1-ND,296-28079-6-ND,2156-ADS1198CZXGT-ND","ADS1198CZXGT","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC AFE 8 CHAN 16BIT 64NFBGA","0","15.5","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","16","8","8.2 mW","2.7V ~ 5.25V","1.65V ~ 3.6V","Surface Mount","64-LFBGA","64-NFBGA (8x8)","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADAS1000_1000-1_1000-2.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4830/505~ST-64-2~ST~64.JPG","505-ADAS1000-2BSTZ-RLTR-ND,505-ADAS1000-2BSTZ-RLCT-ND","ADAS1000-2BSTZ-RL","Analog Devices Inc.","Analog Devices Inc.","IC AFE 5 CHAN 19BIT 64LQFP","0","17.62046","0","1","Tape & Reel (TR),Cut Tape (CT)","-","Active","19","5","-","3.15V ~ 5.5V","1.71V ~ 1.89V","Surface Mount","64-LQFP","64-LQFP (10x10)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fads1294r","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/TI%20ZXG.jpg","296-37318-2-ND,296-37318-1-ND,296-37318-6-ND,2156-ADS1294RIZXGR-ND","ADS1294RIZXGR","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC AFE 4 CHAN 24BIT 64NFBGA","0","18.58","0","17","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","24","4","10.1 mW","2.7V ~ 5.5V","1.65V ~ 3.6V","Surface Mount","64-LFBGA","64-NFBGA (8x8)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fads1294","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/TI ZXG.jpg","296-28025-2-ND,296-28025-1-ND,296-28025-6-ND,2156-ADS1296CZXGT-ND","ADS1296CZXGT","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC AFE 6 CHAN 24BIT 64NFBGA","0","25.28","0","12","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","24","6","17.5 mW","2.7V ~ 5.5V","1.65V ~ 3.6V","Surface Mount","64-LFBGA","64-NFBGA (8x8)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Fvsp5010","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4217/296~4040152~PM~64.jpg","296-24686-2-ND,296-24686-1-ND,296-24686-6-ND,2156-VSP5010PMR-ND","VSP5010PMR","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC AFE 2 CHAN 12BIT 64LQFP","0","25.34","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","12","2","290 mW","3V ~ 3.6V","3V ~ 3.6V","Surface Mount","64-LQFP","64-LQFP (10x10)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fads1294r","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/TI ZXG.jpg","296-28272-2-ND,296-28272-1-ND,296-28272-6-ND,2156-ADS1296RIZXGT-ND","ADS1296RIZXGT","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC AFE 6 CHAN 24BIT 64NFBGA","0","25.77","0","12","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","24","6","17.5 mW","2.7V ~ 5.5V","1.65V ~ 3.6V","Surface Mount","64-LFBGA","64-NFBGA (8x8)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fafe7222","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/296_64-QFN.jpg","296-30113-2-ND,296-30113-1-ND,296-30113-6-ND,2156-AFE7222IRGCT-ND","AFE7222IRGCT","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC AFE 4 CHAN 12BIT 64VQFN","0","31.52","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","12","4","610 mW","2.85V ~ 3.6V","1.7V ~ 1.9V","Surface Mount","64-VFQFN Exposed Pad","64-VQFN (9x9)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fads1191","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/769/296%3B-4223442%3B-RHB%3B-32.jpg","296-35023-2-ND,296-35023-1-ND,296-35023-6-ND","ADS1191IRSMT","Texas Instruments","Texas Instruments","IC AFE 1 CHAN 16BIT 32VQFN","34","5.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","16","1","495 µW","2.7V ~ 5.25V","1.7V ~ 3.6V","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (4x4)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fafe4400","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/640/40VQFN.jpg","296-38860-2-ND,296-38860-1-ND,296-38860-6-ND","AFE4400RHAR","Texas Instruments","Texas Instruments","IC AFE 1 CHAN 22BIT 40VQFN","52","6.87","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","22","1","2.84 mW","2V ~ 3.6V","2V ~ 3.6V","Surface Mount","40-VFQFN Exposed Pad","40-VQFN (6x6)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fafe4403","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2420/296; 4204741-10; YZP; 36.jpg","296-37959-2-ND,296-37959-1-ND,296-37959-6-ND","AFE4403YZPT","Texas Instruments","Texas Instruments","IC AFE 1 CHAN 22BIT 36DSBGA","68","9.11","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","22","1","-","2V ~ 3.6V","2V ~ 3.6V","Surface Mount","36-XFBGA, DSBGA","36-DSBGA","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm98714","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3623/Mfg_296%7E4040078%7EDGG%7E48.jpg","296-41069-2-ND,296-41069-1-ND,296-41069-6-ND","LM98714CCMTX/NOPB","Texas Instruments","Texas Instruments","IC AFE 3 CHAN 16BIT 48TSSOP","44","11.67","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","16","3","610 mW","3V ~ 3.6V","3V ~ 3.6V","Surface Mount","48-TFSOP (0.240"", 6.10mm Width)","48-TSSOP","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fafe7222","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/296_64-QFN.jpg","296-30067-2-ND,296-30067-1-ND,296-30067-6-ND,2156-AFE7222IRGC25-TITR-ND","AFE7222IRGC25","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC AFE 4 CHAN 12BIT 64VQFN","0","31.28","0","10","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Obsolete","12","4","610 mW","2.85V ~ 3.6V","1.7V ~ 1.9V","Surface Mount","64-VFQFN Exposed Pad","64-VQFN (9x9)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpga5807a","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/296_64-QFN.jpg","296-40485-2-ND,296-40485-1-ND,296-40485-6-ND,2156-PGA5807ARGCT-ND","PGA5807ARGCT","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC AFE 8 CHAN 64VQFN","0","35.05","0","9","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","-","8","60 mW","3.15V ~ 3.16V","-","Surface Mount","64-VFQFN Exposed Pad","64-VQFN (9x9)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmp90077","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2583/Pkg MTC28.jpg","LMP90080MHE/NOPBTR-ND,LMP90080MHE/NOPBCT-ND,LMP90080MHE/NOPBDKR-ND","LMP90080MHE/NOPB","Texas Instruments","Texas Instruments","IC AFE 1 CHAN 16BIT 28TSSOP","0","11.82","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","16","1","-","2.85V ~ 5.5V","2.7V ~ 5.5V","Surface Mount","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmp91050","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4190/296~4073272~DGS~10.JPG","296-38158-2-ND,296-38158-1-ND,296-38158-6-ND","LMP91050MMX/NOPB","Texas Instruments","Texas Instruments","IC AFE 1 CHAN 10VSSOP","0","3.35","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","-","1","-","2.7V ~ 5.5V","2.7V ~ 5.5V","Surface Mount","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-VSSOP","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fads1299-6","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/64-TQFP.jpg","3301-ADS1299-6PAGRTR-ND,296-50891-2-ND,3301-ADS1299-6PAGRCT-ND,296-50891-1-ND,3301-ADS1299-6PAGRDKR-ND,296-50891-6-ND","ADS1299-6PAGR","Texas Instruments","Texas Instruments","IC AFE 6 CHAN 24BIT 64TQFP","0","58.93","0","1","Tape & Reel (TR),Tape & Reel (TR),Cut Tape (CT),Cut Tape (CT),Digi-Reel®,Digi-Reel®","-","Active","24","6","33 mW","5V","1.8V ~ 3.6V","Surface Mount","64-TQFP","64-TQFP (10x10)","-","-"
"-","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5972/488%7E567LA%7E%7E25.jpg","488-CEM102TR-ND,488-CEM102CT-ND,488-CEM102DKR-ND","CEM102","onsemi","onsemi","CGM ASSP CHICOPEE G0A07UN-J0XH-S","0","2.68","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","-","2","-","2.375V ~ 3.63V","2.375V ~ 3.63V","Surface Mount","25-XFBGA, WLCSP","25-WLCSP (1.88x1.85)","-","-"
"https://www.ti.com/lit/ds/symlink/afe88201.pdf?ts=1703167849188&ref_url=https%253A%252F%252Fwww.ti.com%252Fsitesearch%252Fen-us%252Fdocs%252Funiversalsearch.tsp%253FlangPref%253Den-US%2526searchTerm%253DAFE88201RRUR%2526nr%253D4","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5789/296%7E4225850%7ERRU%7E24.jpg","296-AFE88201RRURTR-ND,296-AFE88201RRURCT-ND,296-AFE88201RRURDKR-ND","AFE88201RRUR","Texas Instruments","Texas Instruments","SINGLE-CHANNEL 16-BIT VOLTAGE AN","0","10.31","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","16","2","-","1.71V ~ 1.89V, 2.7V ~ 5.5V","1.71V ~ 1.89V, 2.7V ~ 5.5V","Surface Mount","24-WFQFN","24-UQFN (4x4)","-","-"
"https://www.ti.com/lit/ds/symlink/afe882h1.pdf?ts=1705614418876&ref_url=https%253A%252F%252Fwww.ti.com%252Fsitesearch%252Fen-us%252Fdocs%252Funiversalsearch.tsp%253FlangPref%253Den-US%2526searchTerm%253DAFE882H1RRUR%2526nr%253D2","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5789/296%7E4225850%7ERRU%7E24.jpg","296-AFE882H1RRUTTR-ND,296-AFE882H1RRUTCT-ND,296-AFE882H1RRUTDKR-ND","AFE882H1RRUT","Texas Instruments","Texas Instruments","LOW-POWER AFE WITH HART , 16-BIT","0","14.74","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","16","2","-","1.71V ~ 1.89V, 2.7V ~ 5.5V","1.71V ~ 1.89V, 2.7V ~ 5.5V","Surface Mount","24-WFQFN","24-UQFN (4x4)","-","-"
"-","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2838/568%7ESOT804-3%28D%29%7E%7E64.JPG","568-NAFE11388B40BSMPTR-ND,568-NAFE11388B40BSMPCT-ND,568-NAFE11388B40BSMPDKR-ND","NAFE11388B40BSMP","NXP USA Inc.","NXP USA Inc.","IC 8-IN LOW-POWER 25V AFE","0","19.89","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","24","8","125 mW","2.97V ~ 3.6V","2.97V ~ 3.6V","Surface Mount, Wettable Flank","64-VFQFN Exposed Pad","64-HVQFN (9x9)","-","-"
"-","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2838/568%7ESOT804-3%28D%29%7E%7E64.JPG","568-NAFE11388B40BSKTR-ND,568-NAFE11388B40BSKCT-ND,568-NAFE11388B40BSKDKR-ND","NAFE11388B40BSK","NXP USA Inc.","NXP USA Inc.","IC 8-IN LOW-POWER 25V AFE","0","19.89","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","24","8","125 mW","2.97V ~ 3.6V","2.97V ~ 3.6V","Surface Mount, Wettable Flank","64-VFQFN Exposed Pad","64-HVQFN (9x9)","-","-"
"-","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2838/568%7ESOT804-3%28D%29%7E%7E64.JPG","568-NAFE71388B40BSKTR-ND,568-NAFE71388B40BSKCT-ND,568-NAFE71388B40BSKDKR-ND","NAFE71388B40BSK","NXP USA Inc.","NXP USA Inc.","IC 8-IN HIGH-SPEED 25V AFE","0","20.53","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","24","8","135 mW","2.97V ~ 3.63V","2.97V ~ 3.63V","Surface Mount, Wettable Flank","64-VFQFN Exposed Pad","64-HVQFN (9x9)","-","-"
"-","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2838/568%7ESOT804-3%28D%29%7E%7E64.JPG","568-NAFE71388B40BSMPTR-ND,568-NAFE71388B40BSMPCT-ND,568-NAFE71388B40BSMPDKR-ND","NAFE71388B40BSMP","NXP USA Inc.","NXP USA Inc.","IC 8-IN HIGH-SPEED 25V AFE","0","20.53","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","24","8","135 mW","2.97V ~ 3.63V","2.97V ~ 3.63V","Surface Mount, Wettable Flank","64-VFQFN Exposed Pad","64-HVQFN (9x9)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fads1191","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/769/296%3B-4223442%3B-RHB%3B-32.jpg","296-50883-2-ND,296-50883-1-ND,296-50883-6-ND","ADS1191IRSMR","Texas Instruments","Texas Instruments","IC AFE 1 CHAN 16BIT 32VQFN","0","1.71539","0","3000","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","16","1","495 µW","2.7V ~ 5.25V","1.7V ~ 3.6V","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (4x4)","-","-"
"https://ww1.microchip.com/downloads/en/DeviceDoc/DS60001524A.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/323/150;-32TQFP-1.2-7x7;-;-32.jpg","ATSENSE301HA-AURTR-ND,1611-ATSENSE301HA-AURCT-ND,ATSENSE301HA-AURCT-ND,ATSENSE301HA-AURDKR-ND","ATSENSE301HA-AUR","Microchip Technology","Microchip Technology","IC AFE 7 CHAN 24BIT 32TQFP","0","2.15","0","1","Tape & Reel (TR),Cut Tape (CT),Cut Tape (CT),Digi-Reel®","-","Active","24","7","2.5 mW","2.7V ~ 2.9V","3V ~ 3.6V","Surface Mount","32-TQFP","32-TQFP (7x7)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fafe030","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/416/48-VQFN-Exposed-Pad-RGZ.jpg","296-36552-2-ND,296-36552-1-ND,296-36552-6-ND","AFE030AIRGZR","Texas Instruments","Texas Instruments","IC AFE 1 CHAN 10BIT 48VQFN","0","2.27555","0","2500","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","10","1","-","3V ~ 3.6V","3V ~ 3.6V","Surface Mount","48-VFQFN Exposed Pad","48-VQFN (7x7)","-","-"
"https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/WM8255_v4.7.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/908/598%3B28QFN-.90-4x4%3B%3B28.jpg","598-2505-2-ND,598-2505-1-ND,598-2505-6-ND","WM8255BGEFL/RV","Cirrus Logic Inc.","Cirrus Logic Inc.","IC AFE 1 CHAN 16BIT 28QFN","0","3.24","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Last Time Buy","16","1","-","2.97V ~ 3.63V, 4.75V ~ 6V","2.97V ~ 3.63V","Surface Mount","28-VFQFN Exposed Pad","28-QFN (4x4)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Flmp91300","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2405/24-QFN%20Exposed%20Pad.jpg","296-42684-2-ND,296-42684-1-ND,296-42684-6-ND","LMP91300NHZJ","Texas Instruments","Texas Instruments","IC AFE 1 CHAN 16BIT 24WQFN","0","4.25412","0","4500","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","16","1","-","6.5V ~ 40V","6.5V ~ 40V","Surface Mount","24-WFQFN Exposed Pad","24-WQFN (4x5)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Flmp91300","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2405/24-QFN%20Exposed%20Pad.jpg","296-39583-2-ND,296-39583-1-ND,296-39583-6-ND","LMP91300NHZR","Texas Instruments","Texas Instruments","IC AFE 1 CHAN 16BIT 24WQFN","0","4.41774","0","1000","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","16","1","-","6.5V ~ 40V","6.5V ~ 40V","Surface Mount","24-WFQFN Exposed Pad","24-WQFN (4x5)","-","-"
"https://ww1.microchip.com/downloads/en/DeviceDoc/DS60001524A.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/323/150;-32TQFP-1.2-7x7;-;-32.jpg","ATSENSE301A-ANRTR-ND,ATSENSE301A-ANRCT-ND,ATSENSE301A-ANRDKR-ND","ATSENSE301A-ANR","Microchip Technology","Microchip Technology","IC AFE 7 CHAN 24BIT 32TQFP","0","5.1875","0","2000","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","24","7","2.5 mW","2.7V ~ 2.9V","3V ~ 3.6V","Surface Mount","32-TQFP","32-TQFP (7x7)","-","-"
